id,etf_code,date,start_price,last_price,weekly_return,monthly_return
481,495040,2025-04-25,9595,9860,2.76,-4.46
482,473490,2025-04-25,12390,13295,7.3,-10.47
483,440910,2025-04-25,15945,16600,4.11,-2.32
484,363510,2025-04-25,110115,110165,0.05,0.26
485,256750,2025-04-25,8390,8610,2.62,-11.65
486,433500,2025-04-25,20045,20435,1.95,3.86
487,491090,2025-04-25,10155,10795,6.3,-8.09
488,485690,2025-04-25,9435,10240,8.53,-9.26
489,139250,2025-04-25,8940,9435,5.54,-4.94
490,210780,2025-04-25,15315,15775,3.0,2.34
491,289480,2025-04-25,8265,8355,1.09,-2.22
492,272570,2025-04-25,111510,111785,0.25,1.52
493,481340,2025-04-25,9770,9875,1.07,-3.93
494,360140,2025-04-25,9090,9195,1.16,-4.86
495,494220,2025-04-25,8765,9190,4.85,-10.08
496,248270,2025-04-25,22435,22535,0.45,-8.13
497,438900,2025-04-25,11860,11735,-1.05,0.34
498,326230,2025-04-25,8510,8660,1.76,1.23
499,218420,2025-04-25,13560,13880,2.36,-12.15
500,287180,2025-04-25,29620,32360,9.25,-8.34
501,271060,2025-04-25,8685,8645,-0.46,2.07
502,298770,2025-04-25,21730,22665,4.3,-9.68
503,495940,2025-04-25,8150,8915,9.39,-7.23
504,486240,2025-04-25,7490,7555,0.87,-8.81
505,494410,2025-04-25,9385,9945,5.97,-6.36
506,0005D0,2025-04-25,9990,10450,4.6,-8.09
507,495330,2025-04-25,9685,9910,2.32,-4.47
508,300950,2025-04-25,6500,6535,0.54,2.43
509,0017Y0,2025-04-25,101770,101730,-0.04,1.13
510,464920,2025-04-25,10510,11250,7.04,-7.33
511,261070,2025-04-25,14015,13980,-0.25,9.78
512,497780,2025-04-25,8905,8995,1.01,-7.73
513,169950,2025-04-25,20895,21210,1.51,-4.2
514,394350,2025-04-25,10195,10935,7.26,-2.93
515,488080,2025-04-25,4065,4480,10.21,-19.13
516,419430,2025-04-25,6250,6505,4.08,-10.15
517,453640,2025-04-25,11810,12060,2.12,-8.36
518,0015B0,2025-04-25,8125,8740,7.57,-7.07
519,450910,2025-04-25,11560,11735,1.51,1.21
520,469050,2025-04-25,10570,11630,10.03,-10.05
521,457690,2025-04-25,11290,11325,0.31,2.03
522,457700,2025-04-25,12820,12785,-0.27,2.24
523,352540,2025-04-25,11120,11115,-0.04,0.23
524,418670,2025-04-25,14130,14460,2.34,-5.27
525,495750,2025-04-25,9730,9885,1.59,-5.32
526,468630,2025-04-25,11225,11400,1.56,-2.93
527,442570,2025-04-25,12525,12990,3.71,-3.96
528,483330,2025-04-25,9840,10815,9.91,-8.81
529,0000H0,2025-04-25,10230,10795,5.52,
530,479620,2025-04-25,7920,8660,9.34,-12.26
531,250730,2025-04-25,9475,9730,2.69,-5.94
532,387270,2025-04-25,14580,15400,5.62,-5.75
533,489290,2025-04-25,10650,11365,6.71,-5.88
534,447660,2025-04-25,11975,12340,3.05,-0.68
535,117460,2025-04-25,9150,9680,5.79,-5.47
536,442260,2025-04-25,11760,12050,2.47,-3.33
537,0010E0,2025-04-25,102905,103015,0.11,1.84
538,354500,2025-04-25,11880,12050,1.43,1.39
539,449780,2025-04-25,13460,13940,3.57,-4.55
540,375770,2025-04-25,8365,8575,2.51,-2.61
541,0022T0,2025-04-25,11105,11270,1.49,7.95
542,276650,2025-04-25,26410,27690,4.85,-5.41
543,238720,2025-04-25,24890,25545,2.63,-5.02
544,494840,2025-04-25,9990,9825,-1.65,-3.58
545,140700,2025-04-25,8885,9090,2.31,-2.42
546,463680,2025-04-25,12050,12995,7.84,-7.34
547,354350,2025-04-25,17370,18410,5.99,-6.19
548,211900,2025-04-25,15850,16170,2.02,-0.4
549,496120,2025-04-25,9930,10205,2.77,-4.13
550,440340,2025-04-25,10870,11115,2.25,-3.31
551,276990,2025-04-25,15870,16665,5.01,-12.1
552,271050,2025-04-25,4465,4490,0.56,6.52
553,0019K0,2025-04-25,9300,9620,3.44,-3.8
554,377990,2025-04-25,8260,8915,7.93,4.82
555,225800,2025-04-25,15385,15600,1.4,-4.7
556,429760,2025-04-25,13975,14615,4.58,-6.46
557,459560,2025-04-25,12025,12810,6.53,-11.29
558,483240,2025-04-25,9070,9620,6.06,-6.65
559,252420,2025-04-25,2310,2190,-5.19,5.29
560,196030,2025-04-25,35770,37840,5.79,-13.01
561,483340,2025-04-25,8235,9075,10.2,-9.84
562,269420,2025-04-25,18890,19360,2.49,0.52
563,385590,2025-04-25,7435,7635,2.69,-3.54
564,341850,2025-04-25,4695,4745,1.06,0.55
565,438560,2025-04-25,103045,103230,0.18,1.1
566,451600,2025-04-25,121770,121430,-0.28,2.22
567,428510,2025-04-25,11225,11635,3.65,-12.55
568,292190,2025-04-25,15835,16230,2.49,-3.02
569,354240,2025-04-25,11170,11540,3.31,-5.06
570,444200,2025-04-25,16655,16810,0.93,-0.5
571,459790,2025-04-25,12775,13590,6.38,-5.04
572,453950,2025-04-25,12535,13395,6.86,-10.76
573,472350,2025-04-25,14085,14690,4.3,-6.22
574,0015F0,2025-04-25,9660,9800,1.45,0.68
575,104530,2025-04-25,11660,11875,1.84,3.59
576,130680,2025-04-25,3925,3900,-0.64,-8.45
577,396510,2025-04-25,5515,5710,3.54,-9.72
578,379790,2025-04-25,13850,14320,3.39,-4.66
579,491700,2025-04-25,33440,34300,2.57,-3.58
580,213630,2025-04-25,16330,16710,2.33,-4.6
581,239660,2025-04-25,120180,120320,0.12,0.62
582,395150,2025-04-25,2935,2970,1.19,-0.83
583,440650,2025-04-25,11735,11850,0.98,-2.11
584,252400,2025-04-25,13445,14150,5.24,-8.94
585,483570,2025-04-25,10095,10765,6.64,-7.56
586,415340,2025-04-25,8140,8240,1.23,-4.74
587,266370,2025-04-25,14365,14870,3.52,-7.52
588,494420,2025-04-25,8740,8940,2.29,-6.88
589,250780,2025-04-25,3975,3905,-1.76,-2.38
590,265690,2025-04-25,8535,8535,0.0,0.0
591,243880,2025-04-25,19745,21180,7.27,-18.4
592,445690,2025-04-25,14090,14450,2.56,1.47
593,409810,2025-04-25,8670,8200,-5.42,1.55
594,448630,2025-04-25,9795,9830,0.36,-1.01
595,467620,2025-04-25,55750,56145,0.71,-1.98
596,387280,2025-04-25,6445,6560,1.78,-9.27
597,491510,2025-04-25,10310,10605,2.86,-0.89
598,292770,2025-04-25,54945,54935,-0.02,-0.62
599,489000,2025-04-25,10755,10745,-0.09,2.53
600,137610,2025-04-25,5665,5625,-0.71,0.27
601,417630,2025-04-25,9850,10095,2.49,-2.93
602,381560,2025-04-25,6470,6685,3.32,-9.29
603,385520,2025-04-25,6935,7115,2.6,-9.71
604,183700,2025-04-25,61240,61920,1.11,-0.19
605,261120,2025-04-25,5355,5280,-1.4,4.14
606,277540,2025-04-25,15945,16300,2.23,-10.19
607,371150,2025-04-25,7480,7925,5.95,-10.25
608,371870,2025-04-25,7450,7920,6.31,-10.05
609,459750,2025-04-25,12970,13515,4.2,-4.99
610,253290,2025-04-25,12020,12080,0.5,0.58
611,474920,2025-04-25,13335,14075,5.55,-7.43
612,407820,2025-04-25,6755,6850,1.41,2.24
613,304770,2025-04-25,11785,11930,1.23,0.97
614,491830,2025-04-25,8735,9475,8.47,-11.2
615,316670,2025-04-25,5850,5950,1.71,1.19
616,241390,2025-04-25,11615,11780,1.42,-0.21
617,139270,2025-04-25,8485,8840,4.18,1.2
618,422260,2025-04-25,9290,9235,-0.59,4.23
619,280320,2025-04-25,16785,17900,6.64,-3.76
620,185680,2025-04-25,23455,25075,6.91,-10.45
621,451670,2025-04-25,27575,27405,-0.62,4.04
622,475300,2025-04-25,7180,7550,5.15,-7.36
623,410870,2025-04-25,10420,10425,0.05,5.41
624,140710,2025-04-25,5015,4970,-0.9,-5.42
625,469160,2025-04-25,9940,10500,5.63,-7.49
626,0000Z0,2025-04-25,10620,10540,-0.75,0.57
627,300610,2025-04-25,6640,6670,0.45,1.21
628,290080,2025-04-25,8410,8580,2.02,1.13
629,494180,2025-04-25,9360,9895,5.72,-8.34
630,428560,2025-04-25,16040,16550,3.18,-6.26
631,117680,2025-04-25,8975,9290,3.51,-9.14
632,468370,2025-04-25,11195,11350,1.38,-2.03
633,482870,2025-04-25,9730,9935,2.11,-5.2
634,460660,2025-04-25,10675,10860,1.73,-3.94
635,0023A0,2025-04-25,9875,10660,7.95,-8.97
636,455660,2025-04-25,9780,9835,0.56,-1.59
637,266410,2025-04-25,7000,7095,1.36,4.49
638,295020,2025-04-25,53150,53135,-0.03,-1.53
639,446700,2025-04-25,7820,8100,3.58,-6.63
640,291130,2025-04-25,13320,14275,7.17,6.41
641,217780,2025-04-25,7615,7590,-0.33,5.71
642,114460,2025-04-25,104515,104675,0.15,1.08
643,122090,2025-04-25,22885,23440,2.43,-4.39
644,491820,2025-04-25,11790,11875,0.72,-2.1
645,463640,2025-04-25,12980,13335,2.73,-1.22
646,140950,2025-04-25,25335,26015,2.68,-4.29
647,337140,2025-04-25,12160,12480,2.63,-2.69
648,456250,2025-04-25,9555,9965,4.29,-4.87
649,435040,2025-04-25,15590,16445,5.48,-2.86
650,276000,2025-04-25,13965,14170,1.47,-1.97
651,479850,2025-04-25,12395,12670,2.22,8.52
652,117690,2025-04-25,19535,20500,4.94,-10.85
653,465670,2025-04-25,11245,11655,3.65,-8.8
654,275300,2025-04-25,8430,8615,2.19,-4.75
655,306950,2025-04-25,11580,12250,5.79,-8.21
656,453630,2025-04-25,12435,12450,0.12,-0.16
657,453060,2025-04-25,107550,107615,0.06,0.25
658,219390,2025-04-25,5050,5065,0.3,-14.01
659,430500,2025-04-25,117640,118010,0.31,1.81
660,102960,2025-04-25,7710,8045,4.35,6.42
661,395280,2025-04-25,3920,3890,-0.77,1.04
662,494340,2025-04-25,8460,9260,9.46,-8.86
663,0001P0,2025-04-25,9445,9480,0.37,-5.34
664,0013R0,2025-04-25,8775,9075,3.42,-4.79
665,391600,2025-04-25,7785,8165,4.88,-7.0
666,449690,2025-04-25,15030,15325,1.96,-6.41
667,469060,2025-04-25,11575,12760,10.24,-12.42
668,223190,2025-04-25,11040,11340,2.72,-3.37
669,138910,2025-04-25,7825,8080,3.26,-5.66
670,385600,2025-04-25,5805,5945,2.41,-13.21
671,484890,2025-04-25,51420,51430,0.02,0.25
672,461900,2025-04-25,14500,15530,7.1,-7.83
673,100910,2025-04-25,5240,5375,2.58,-3.67
674,461450,2025-04-25,10970,11205,2.14,1.4
675,105780,2025-04-25,5500,5610,2.0,-7.73
676,230480,2025-04-25,4685,4595,-1.92,3.72
677,0021E0,2025-04-25,9620,9880,2.7,-2.56
678,407310,2025-04-25,7560,7700,1.85,-8.06
679,195920,2025-04-25,21710,22310,2.76,-5.25
680,472840,2025-04-25,33345,34125,2.34,-3.95
681,310080,2025-04-25,8970,9325,3.96,-5.9
682,225130,2025-04-25,36490,36900,1.12,20.31
683,156080,2025-04-25,15255,15685,2.82,-4.16
684,487920,2025-04-25,8415,8760,4.1,-0.4
685,433880,2025-04-25,13715,14300,4.27,-4.63
686,269370,2025-04-25,14990,15235,1.63,-1.07
687,411050,2025-04-25,11070,12330,11.38,-10.59
688,491630,2025-04-25,24015,21545,-10.29,2.6
689,275290,2025-04-25,10355,10595,2.32,-2.93
690,483420,2025-04-25,8680,9400,8.29,-7.98
691,453660,2025-04-25,14280,14985,4.94,-7.95
692,499150,2025-04-25,9195,9595,4.35,-1.93
693,487950,2025-04-25,8475,8630,1.83,-11.57
694,104520,2025-04-25,8365,8565,2.39,-2.78
695,417450,2025-04-25,6050,6170,1.98,-11.16
696,483030,2025-04-25,9135,9435,3.28,-10.31
697,498610,2025-04-25,9595,10155,5.84,
698,365040,2025-04-25,12450,12805,2.85,-1.65
699,275280,2025-04-25,14225,14410,1.3,0.21
700,0036R0,2025-04-25,9725,10550,8.48,
701,432840,2025-04-25,14200,14760,3.94,-6.66
702,460270,2025-04-25,12180,12350,1.4,-2.14
703,261110,2025-04-25,16270,16540,1.66,-4.59
704,138530,2025-04-25,6080,6240,2.63,-4.07
705,285690,2025-04-25,10805,11015,1.94,-1.65
706,496130,2025-04-25,9785,9990,2.1,-2.2
707,419650,2025-04-25,2800,2890,3.21,-11.21
708,0021D0,2025-04-25,9830,9995,1.68,-0.94
709,480460,2025-04-25,9715,9810,0.98,-0.19
710,337150,2025-04-25,11970,12175,1.71,-4.51
711,463690,2025-04-25,14755,15480,4.91,-6.04
712,226980,2025-04-25,13675,14010,2.45,1.23
713,0005C0,2025-04-25,9560,10010,4.71,-1.86
714,181480,2025-04-25,80290,80430,0.17,-3.74
715,0021C0,2025-04-25,9450,9790,3.6,-3.74
716,442090,2025-04-25,11810,12030,1.86,1.13
717,145850,2025-04-25,37285,37985,1.88,-3.94
718,159800,2025-04-25,25785,26490,2.73,-3.62
719,0018C0,2025-04-25,9625,9920,3.06,1.75
720,474390,2025-04-25,58980,58630,-0.59,1.82
721,139320,2025-04-25,14480,14620,0.97,9.55
722,400590,2025-04-25,11525,11745,1.91,-5.89
723,0015E0,2025-04-25,9375,9505,1.39,-3.79
724,475310,2025-04-25,9085,9580,5.45,-6.45
725,450190,2025-04-25,15240,15450,1.38,-7.6
726,494210,2025-04-25,9050,9355,3.37,-7.91
727,376410,2025-04-25,8265,8480,2.6,-2.64
728,464610,2025-04-25,11200,11275,0.67,11.8
729,461910,2025-04-25,16995,19580,15.21,-18.84
730,473640,2025-04-25,18490,18300,-1.03,8.35
731,0020H0,2025-04-25,9000,9885,9.83,-8.05
732,452440,2025-04-25,12820,13040,1.72,-3.01
733,091220,2025-04-25,8840,9210,4.19,1.15
734,404260,2025-04-25,9295,10065,8.28,1.46
735,429740,2025-04-25,6700,6755,0.82,-0.65
736,445910,2025-04-25,13270,13530,1.96,0.26
737,415760,2025-04-25,7765,7880,1.48,-4.14
738,267490,2025-04-25,5550,5615,1.17,-2.69
739,131890,2025-04-25,16945,17345,2.36,-1.67
740,152500,2025-04-25,5970,6280,5.19,-8.99
741,0002C0,2025-04-25,10375,10775,3.86,0.42
742,472720,2025-04-25,11685,11950,2.27,-0.17
743,433220,2025-04-25,15970,16970,6.26,-5.43
744,192720,2025-04-25,34520,35395,2.53,0.13
745,0018Z0,2025-04-25,9055,9835,8.61,-9.1
746,424460,2025-04-25,13790,14150,2.61,-0.7
747,395760,2025-04-25,8300,8450,1.81,-1.34
748,497520,2025-04-25,10030,10495,4.64,-3.89
749,477490,2025-04-25,13070,14145,8.22,-5.92
750,364690,2025-04-25,13605,13870,1.95,-2.12
751,292500,2025-04-25,15985,16170,1.16,-4.29
752,471780,2025-04-25,7850,8160,3.95,-5.88
753,497510,2025-04-25,10025,10290,2.64,-8.82
754,438740,2025-04-25,21375,21665,1.36,2.36
755,0005G0,2025-04-25,9210,9590,4.13,-7.48
756,269530,2025-04-25,17715,18015,1.69,0.53
757,292160,2025-04-25,15780,16225,2.82,-3.16
758,225060,2025-04-25,7150,7400,3.5,-10.25
759,305050,2025-04-25,26120,26745,2.39,-2.48
760,390400,2025-04-25,4750,5145,8.32,-12.05
761,498050,2025-04-25,11065,11165,0.9,6.59
762,457930,2025-04-25,11155,11330,1.57,-1.39
763,182490,2025-04-25,12920,13140,1.7,-1.2
764,404120,2025-04-25,10810,11475,6.15,-0.78
765,183710,2025-04-25,38605,39545,2.43,-1.79
766,0007G0,2025-04-25,7745,8135,5.04,-6.6
767,253250,2025-04-25,13280,13975,5.23,-8.93
768,451150,2025-04-25,14975,15935,6.41,-0.72
769,237440,2025-04-25,9595,9590,-0.05,-0.21
770,322410,2025-04-25,13765,14115,2.54,-1.26
771,368680,2025-04-25,6925,6970,0.65,-6.38
772,0035T0,2025-04-25,9840,10485,6.55,
773,0015K0,2025-04-25,7540,7945,5.37,-7.56
774,0023B0,2025-04-25,9115,9775,7.24,-8.39
775,229720,2025-04-25,14965,15355,2.61,-5.25
776,360150,2025-04-25,9475,9390,-0.9,5.51
777,442560,2025-04-25,12415,12830,3.34,-3.61
778,225030,2025-04-25,3240,3125,-3.55,2.63
779,267440,2025-04-25,8460,8460,0.0,-0.94
780,0013P0,2025-04-25,8030,8590,6.97,-7.44
781,225050,2025-04-25,10665,11640,9.14,-11.75
782,375760,2025-04-25,8215,8385,2.07,-3.18
783,375270,2025-04-25,11495,11570,0.65,-5.67
784,385710,2025-04-25,7535,7485,-0.66,-0.8
785,419420,2025-04-25,4945,5175,4.65,-12.06
786,337120,2025-04-25,12190,12360,1.39,-2.75
787,462340,2025-04-25,13655,14275,4.54,-3.81
788,475070,2025-04-25,13095,13650,4.24,-7.36
789,281990,2025-04-25,11905,12145,2.02,3.23
790,449580,2025-04-25,14155,14585,3.04,-3.6
791,446690,2025-04-25,14095,14785,4.9,-9.35
792,460280,2025-04-25,9240,9605,3.95,3.17
793,307510,2025-04-25,15465,15715,1.62,6.29
794,464600,2025-04-25,8210,8370,1.95,-10.67
795,481200,2025-04-25,9155,8465,-7.54,4.18
796,289260,2025-04-25,8185,8335,1.83,-7.44
797,253150,2025-04-25,27075,28535,5.39,-8.76
798,416090,2025-04-25,7695,7780,1.1,-5.58
799,464060,2025-04-25,13580,14680,8.1,-10.9
800,289040,2025-04-25,9715,9915,2.06,-5.07
801,270800,2025-04-25,11415,11550,1.18,3.03
802,289670,2025-04-25,57425,57635,0.37,2.32
803,495060,2025-04-25,9110,9280,1.87,-4.62
804,174350,2025-04-25,13435,13780,2.57,1.96
805,448100,2025-04-25,33805,34700,2.65,-3.69
806,413930,2025-04-25,9035,9250,2.38,-3.85
807,253280,2025-04-25,13660,13690,0.22,-2.32
808,298340,2025-04-25,57065,57130,0.11,1.03
809,400580,2025-04-25,9635,9785,1.56,-6.5
810,108590,2025-04-25,33720,34575,2.54,-3.7
811,217770,2025-04-25,2950,2945,-0.17,6.13
812,435550,2025-04-25,13425,13815,2.91,-5.28
813,435540,2025-04-25,13355,13530,1.31,-6.3
814,488290,2025-04-25,20330,21475,5.63,-5.1
815,252650,2025-04-25,10985,11345,3.28,-0.4
816,234310,2025-04-25,13115,13520,3.09,-2.45
817,251590,2025-04-25,13200,13410,1.59,2.02
818,261140,2025-04-25,10490,10845,3.38,-1.5
819,153270,2025-04-25,25070,25675,2.41,-4.36
820,227830,2025-04-25,26030,26630,2.31,-2.38
821,483020,2025-04-25,9545,9450,-1.0,-3.62
822,457990,2025-04-25,10350,11600,12.08,13.5
823,292730,2025-04-25,16175,16465,1.79,-4.33
824,449680,2025-04-25,7520,7860,4.52,-10.22
825,307520,2025-04-25,9875,10155,2.84,-0.39
826,489860,2025-04-25,9785,10300,5.26,-4.72
827,435530,2025-04-25,12780,13100,2.5,-3.53
828,316300,2025-04-25,12420,12845,3.42,-3.01
829,488210,2025-04-25,7405,7690,3.85,-7.68
830,429010,2025-04-25,12335,13165,6.73,-6.99
831,176950,2025-04-25,52865,52770,-0.18,-1.73
832,244620,2025-04-25,12550,12630,0.64,-0.98
833,304760,2025-04-25,15485,15815,2.13,-3.27
834,284980,2025-04-25,11265,11790,4.66,1.33
835,459370,2025-04-25,12665,12520,-1.14,6.87
836,411540,2025-04-25,7700,7880,2.34,-7.78
837,289250,2025-04-25,9690,9870,1.86,-5.41
838,166400,2025-04-25,12245,12545,2.45,-3.38
839,401590,2025-04-25,9485,9515,0.32,-7.17
840,279540,2025-04-25,10190,10425,2.31,-1.84
841,488480,2025-04-25,9985,10440,4.56,-1.79
842,442550,2025-04-25,12260,12540,2.28,-2.45
843,253160,2025-04-25,4725,4480,-5.19,5.29
844,140580,2025-04-25,12150,12465,2.59,-0.4
845,488200,2025-04-25,6300,6510,3.33,-5.03
846,280920,2025-04-25,10970,11165,1.78,0.09
847,490330,2025-04-25,8535,8900,4.28,-12.27
848,441330,2025-04-25,9115,9405,3.18,-6.84
849,399580,2025-04-25,5980,6130,2.51,-3.01
850,456200,2025-04-25,58530,59060,0.91,-1.98
851,295000,2025-04-25,56615,56830,0.38,2.34
852,227560,2025-04-25,9225,9415,2.06,5.79
853,304670,2025-04-25,11980,11850,-1.09,1.24
854,469530,2025-04-25,9205,9140,-0.71,2.52
855,474800,2025-04-25,10780,10850,0.65,-13.37
856,227570,2025-04-25,12050,12340,2.41,1.52
857,467540,2025-04-25,11625,11745,1.03,0.51
858,404650,2025-04-25,9255,10055,8.64,1.41
859,253230,2025-04-25,2325,2195,-5.59,5.02
860,346000,2025-04-25,42520,42565,0.11,2.41
861,219900,2025-04-25,2800,2935,4.82,-12.91
862,292050,2025-04-25,16165,16575,2.54,-3.13
863,373530,2025-04-25,11140,10910,-2.06,2.63
864,228820,2025-04-25,7490,7665,2.34,-5.25
865,215620,2025-04-25,13380,13555,1.31,1.04
866,461580,2025-04-25,11205,11400,1.74,1.38
867,189400,2025-04-25,18530,19355,4.45,-2.86
868,267450,2025-04-25,11075,11125,0.45,1.88
869,498860,2025-04-25,9760,10120,3.69,1.08
870,138920,2025-04-25,10880,11035,1.42,4.35
871,157500,2025-04-25,6040,6435,6.54,2.55
872,373490,2025-04-25,10890,10960,0.64,-8.17
873,261920,2025-04-25,13495,13670,1.3,-2.39
874,367740,2025-04-25,11760,12230,4.0,-3.47
875,226380,2025-04-25,6115,6105,-0.16,1.33
876,404540,2025-04-25,9315,10075,8.16,1.21
877,147970,2025-04-25,33570,34000,1.28,0.53
878,105010,2025-04-25,4335,4565,5.31,-1.3
879,0004G0,2025-04-25,8950,9065,1.28,-7.59
880,442580,2025-04-25,14970,15900,6.21,-11.45
881,397420,2025-04-25,52300,52525,0.43,1.76
882,437370,2025-04-25,8665,8930,3.06,-3.04
883,315270,2025-04-25,18770,18770,0.0,-0.95
884,450180,2025-04-25,7665,8035,4.83,-11.31
885,395750,2025-04-25,7885,8040,1.97,-2.9
886,380340,2025-04-25,8500,8715,2.53,-3.97
887,429980,2025-04-25,9960,10685,7.28,-9.03
888,402460,2025-04-25,6775,6880,1.55,-2.55
889,432600,2025-04-25,55435,55645,0.38,1.39
890,489010,2025-04-25,9985,10780,7.96,-10.54
891,277640,2025-04-25,12530,12855,2.59,-2.69
892,314700,2025-04-25,8985,9220,2.62,-0.54
893,485810,2025-04-25,8115,8485,4.56,-7.87
894,321410,2025-04-25,9730,9925,2.0,1.02
895,476310,2025-04-25,8710,9085,4.31,-9.56
896,301400,2025-04-25,11895,12100,1.72,1.51
897,391670,2025-04-25,9600,9485,-1.2,-2.87
898,450120,2025-04-25,11640,12035,3.39,-9.34
899,252410,2025-04-25,5885,5740,-2.46,3.05
900,140570,2025-04-25,11285,11780,4.39,0.13
901,291890,2025-04-25,7865,8250,4.9,-3.17
902,334690,2025-04-25,4830,4775,-1.14,-1.44
903,205720,2025-04-25,2520,2455,-2.58,2.72
904,291680,2025-04-25,8920,8710,-2.35,4.31
905,381570,2025-04-25,6020,6450,7.14,3.12
906,139290,2025-04-25,15320,15735,2.71,-7.36
907,407170,2025-04-25,8600,8675,0.87,1.17
908,486780,2025-04-25,11175,11355,1.61,-9.45
909,373790,2025-04-25,15280,15390,0.72,-4.76
910,244660,2025-04-25,8475,8545,0.83,-0.29
911,244670,2025-04-25,8295,8480,2.23,0.89
912,256450,2025-04-25,8195,8375,2.2,-12.94
913,466810,2025-04-25,4220,4380,3.79,-10.98
914,266390,2025-04-25,8175,8320,1.77,-0.83
915,454180,2025-04-25,8940,9115,1.96,-8.58
916,407160,2025-04-25,8010,8200,2.37,-2.84
917,476260,2025-04-25,5825,6240,7.12,-3.26
918,433250,2025-04-25,11255,11480,2.0,-3.41
919,486790,2025-04-25,10755,11030,2.56,1.19
920,471290,2025-04-25,104850,104890,0.04,0.21
921,487130,2025-04-25,7680,7875,2.54,-5.86
922,487750,2025-04-25,6860,7100,3.5,-6.76
923,427120,2025-04-25,7230,7175,-0.76,8.63
924,419170,2025-04-25,14220,14715,3.48,-10.16
925,306520,2025-04-25,10645,10350,-2.77,3.09
926,476000,2025-04-25,6585,6750,2.51,1.81
927,429870,2025-04-25,7290,7330,0.55,-1.27
928,277650,2025-04-25,14260,14570,2.17,-1.25
929,413220,2025-04-25,3565,3580,0.42,-16.55
930,291620,2025-04-25,7035,6925,-1.56,-2.19
931,220130,2025-04-25,4380,4405,0.57,-6.48
932,253240,2025-04-25,5955,5795,-2.69,3.21
933,243890,2025-04-25,2910,3220,10.65,-13.09
934,280940,2025-04-25,4545,4480,-1.43,-9.4
935,238670,2025-04-25,11050,11135,0.77,0.32
936,139310,2025-04-25,5485,5635,2.73,-5.77
937,266550,2025-04-25,12565,12790,1.79,1.59
938,139240,2025-04-25,8570,8910,3.97,-10.36
939,437550,2025-04-25,10240,10430,1.86,-2.61
940,469790,2025-04-25,9880,10160,2.83,-7.17
941,334700,2025-04-25,5780,5885,1.82,-0.42
942,465620,2025-04-25,12010,11130,-7.33,4.65
943,482030,2025-04-25,6070,6370,4.94,-4.93
944,145670,2025-04-25,5725,5585,-2.45,3.43
945,426330,2025-04-25,13845,14230,2.78,-7.51
946,291630,2025-04-25,3460,3565,3.03,0.71
947,415920,2025-04-25,3835,3835,0.0,-11.74
948,433860,2025-04-25,12600,12840,1.9,-1.68
949,098560,2025-04-25,7555,7600,0.6,2.63
950,433870,2025-04-25,13050,13665,4.71,-3.87
951,473500,2025-04-25,5465,5830,6.68,-21.85
952,433850,2025-04-25,12135,12520,3.17,-0.67
953,407300,2025-04-25,5930,6090,2.7,2.44
954,261060,2025-04-25,11805,12230,3.6,-6.85
955,275750,2025-04-25,3970,3915,-1.39,-2.12
956,306530,2025-04-25,6950,7150,2.88,0.49
957,301410,2025-04-25,6015,5915,-1.66,-2.23
958,227550,2025-04-25,8215,8245,0.37,5.23
959,470310,2025-04-25,7055,7355,4.25,-1.41
960,252000,2025-04-25,11535,11930,3.42,-0.91
961,472490,2025-04-25,11015,11440,3.86,-3.95
962,412560,2025-04-25,1652,1671,1.15,-7.93
963,432850,2025-04-25,10250,10350,0.98,-13.75
964,397410,2025-04-25,55610,55635,0.04,-0.82
